,0
3511,ISIC_0002807_segmentation.png
3512,ISIC_0010273_segmentation.png
3513,ISIC_0004553_segmentation.png
3514,ISIC_0008345_segmentation.png
3515,B380_segmentation.png
3516,ISIC_0010985_segmentation.png
3517,ISIC_0007224_segmentation.png
3518,ISIC_0002445_segmentation.png
3519,ISIC_0004494_segmentation.png
3520,ISIC_0006655_segmentation.png
3521,ISIC_0011609_segmentation.png
3522,D257_segmentation.png
3523,ISIC_0012360_segmentation.png
3524,ISIC_0012961_segmentation.png
3525,ISIC_0011199_segmentation.png
3526,ISIC_0004907_segmentation.png
3527,ISIC_0012788_segmentation.png
3528,ISIC_0001293_segmentation.png
3529,ISIC_0013835_segmentation.png
3530,ISIC_0005695_segmentation.png
3531,ISIC_0012790_segmentation.png
3532,ISIC_0011166_segmentation.png
3533,ISIC_0010360_segmentation.png
3534,ISIC_0002817_segmentation.png
3535,ISIC_0006563_segmentation.png
3536,ISIC_0011577_segmentation.png
3537,ISIC_0008642_segmentation.png
3538,ISIC_0000501_segmentation.png
3539,C158_segmentation.png
3540,ISIC_0001709_segmentation.png
3541,ISIC_0010725_segmentation.png
3542,ISIC_0009564_segmentation.png
3543,ISIC_0003165_segmentation.png
3544,ISIC_0009780_segmentation.png
3545,P501_segmentation.png
3546,ISIC_0007446_segmentation.png
3547,ISIC_0005557_segmentation.png
3548,ISIC_0007481_segmentation.png
3549,ISIC_0000626_segmentation.png
3550,ISIC_0004548_segmentation.png
3551,ISIC_0002217_segmentation.png
3552,ISIC_0015917_segmentation.png
3553,ISIC_0009847_segmentation.png
3554,ISIC_0000167_segmentation.png
3555,ISIC_0000499_segmentation.png
3556,ISIC_0008342_segmentation.png
3557,P163_segmentation.png
3558,ISIC_0002023_segmentation.png
3559,ISIC_0002623_segmentation.png
3560,ISIC_0008476_segmentation.png
3561,ISIC_0009182_segmentation.png
3562,D547a_segmentation.png
3563,ISIC_0005721_segmentation.png
3564,ISIC_0001151_segmentation.png
3565,ISIC_0011867_segmentation.png
3566,ISIC_0007233_segmentation.png
3567,ISIC_0011050_segmentation.png
3568,ISIC_0003820_segmentation.png
3569,ISIC_0012047_segmentation.png
3570,D574d_segmentation.png
3571,ISIC_0013200_segmentation.png
3572,ISIC_0008623_segmentation.png
3573,ISIC_0000842_segmentation.png
3574,ISIC_0011453_segmentation.png
3575,ISIC_0003858_segmentation.png
3576,ISIC_0007378_segmentation.png
3577,ISIC_0007225_segmentation.png
3578,ISIC_0008589_segmentation.png
3579,ISIC_0008240_segmentation.png
3580,A7d_segmentation.png
3581,D254_segmentation.png
3582,ISIC_0003182_segmentation.png
3583,ISIC_0001440_segmentation.png
3584,ISIC_0000235_segmentation.png
3585,ISIC_0007246_segmentation.png
3586,ISIC_0008611_segmentation.png
3587,ISIC_0009603_segmentation.png
3588,ISIC_0004791_segmentation.png
3589,ISIC_0005510_segmentation.png
3590,ISIC_0010047_segmentation.png
3591,ISIC_0008487_segmentation.png
3592,ISIC_0011847_segmentation.png
3593,ISIC_0004407_segmentation.png
3594,ISIC_0007122_segmentation.png
3595,ISIC_0004184_segmentation.png
3596,ISIC_0002512_segmentation.png
3597,ISIC_0003008_segmentation.png
3598,ISIC_0000906_segmentation.png
3599,ISIC_0009997_segmentation.png
3600,ISIC_0007771_segmentation.png
3601,B189_segmentation.png
3602,ISIC_0006358_segmentation.png
3603,ISIC_0004830_segmentation.png
3604,ISIC_0001291_segmentation.png
3605,ISIC_0007455_segmentation.png
3606,ISIC_0013792_segmentation.png
3607,ISIC_0012010_segmentation.png
3608,ISIC_0001646_segmentation.png
3609,ISIC_0012177_segmentation.png
3610,ISIC_0004197_segmentation.png
3611,ISIC_0011189_segmentation.png
3612,ISIC_0010760_segmentation.png
3613,ISIC_0008398_segmentation.png
3614,ISIC_0003995_segmentation.png
3615,ISIC_0005171_segmentation.png
3616,ISIC_0002144_segmentation.png
3617,ISIC_0012386_segmentation.png
3618,ISIC_0001277_segmentation.png
3619,ISIC_0014341_segmentation.png
3620,ISIC_0002656_segmentation.png
3621,D110_segmentation.png
3622,ISIC_0010354_segmentation.png
3623,ISIC_0010878_segmentation.png
3624,ISIC_0004678_segmentation.png
3625,ISIC_0007923_segmentation.png
3626,ISIC_0008038_segmentation.png
3627,ISIC_0009930_segmentation.png
3628,ISIC_0001108_segmentation.png
3629,ISIC_0010951_segmentation.png
3630,B588_segmentation.png
3631,D370b_segmentation.png
3632,ISIC_0008521_segmentation.png
3633,ISIC_0004586_segmentation.png
3634,ISIC_0005043_segmentation.png
3635,ISIC_0003129_segmentation.png
3636,ISIC_0003283_segmentation.png
3637,ISIC_0010945_segmentation.png
3638,ISIC_0001697_segmentation.png
3639,P15b_segmentation.png
3640,ISIC_0009588_segmentation.png
3641,ISIC_0006472_segmentation.png
3642,ISIC_0004682_segmentation.png
3643,ISIC_0014682_segmentation.png
3644,ISIC_0002264_segmentation.png
3645,B1086a_segmentation.png
3646,ISIC_0002057_segmentation.png
3647,ISIC_0003329_segmentation.png
3648,ISIC_0001133_segmentation.png
3649,B468_segmentation.png
3650,ISIC_0001012_segmentation.png
3651,A102b_segmentation.png
3652,ISIC_0009444_segmentation.png
3653,ISIC_0001581_segmentation.png
3654,ISIC_0004145_segmentation.png
3655,ISIC_0003835_segmentation.png
3656,ISIC_0014144_segmentation.png
3657,ISIC_0001557_segmentation.png
3658,D441_segmentation.png
3659,ISIC_0012053_segmentation.png
3660,ISIC_0014001_segmentation.png
3661,ISIC_0002877_segmentation.png
3662,ISIC_0009888_segmentation.png
3663,ISIC_0004880_segmentation.png
3664,ISIC_0002344_segmentation.png
3665,ISIC_0007967_segmentation.png
3666,ISIC_0007833_segmentation.png
3667,ISIC_0009315_segmentation.png
3668,ISIC_0009426_segmentation.png
3669,ISIC_0011375_segmentation.png
3670,ISIC_0009916_segmentation.png
3671,ISIC_0011756_segmentation.png
3672,ISIC_0006327_segmentation.png
3673,ISIC_0009417_segmentation.png
3674,ISIC_0006216_segmentation.png
3675,ISIC_0005385_segmentation.png
3676,ISIC_0002262_segmentation.png
3677,ISIC_0010721_segmentation.png
3678,ISIC_0008003_segmentation.png
3679,ISIC_0011816_segmentation.png
3680,ISIC_0000899_segmentation.png
3681,ISIC_0005147_segmentation.png
3682,B809_segmentation.png
3683,ISIC_0000873_segmentation.png
3684,B418_segmentation.png
3685,ISIC_0015295_segmentation.png
3686,ISIC_0007817_segmentation.png
3687,ISIC_0011015_segmentation.png
3688,ISIC_0003282_segmentation.png
3689,ISIC_0011885_segmentation.png
3690,ISIC_0011579_segmentation.png
3691,ISIC_0010571_segmentation.png
3692,ISIC_0006835_segmentation.png
3693,ISIC_0008937_segmentation.png
3694,ISIC_0012770_segmentation.png
3695,ISIC_0000967_segmentation.png
3696,ISIC_0009654_segmentation.png
3697,ISIC_0003316_segmentation.png
3698,ISIC_0003338_segmentation.png
3699,ISIC_0001762_segmentation.png
3700,ISIC_0000174_segmentation.png
3701,ISIC_0007697_segmentation.png
3702,ISIC_0001339_segmentation.png
3703,ISIC_0009665_segmentation.png
3704,ISIC_0006953_segmentation.png
3705,ISIC_0009506_segmentation.png
3706,ISIC_0001982_segmentation.png
3707,ISIC_0010215_segmentation.png
3708,ISIC_0014045_segmentation.png
3709,ISIC_0005536_segmentation.png
3710,ISIC_0005030_segmentation.png
3711,ISIC_0006453_segmentation.png
3712,ISIC_0006622_segmentation.png
3713,ISIC_0001930_segmentation.png
3714,ISIC_0003109_segmentation.png
3715,ISIC_0010312_segmentation.png
3716,ISIC_0008720_segmentation.png
3717,ISIC_0000036_segmentation.png
3718,ISIC_0011582_segmentation.png
3719,ISIC_0011285_segmentation.png
3720,ISIC_0013065_segmentation.png
3721,ISIC_0003499_segmentation.png
3722,ISIC_0000155_segmentation.png
3723,ISIC_0012740_segmentation.png
3724,ISIC_0001305_segmentation.png
3725,ISIC_0004343_segmentation.png
3726,ISIC_0005585_segmentation.png
3727,ISIC_0011088_segmentation.png
3728,ISIC_0007222_segmentation.png
3729,D624a_segmentation.png
3730,ISIC_0014951_segmentation.png
3731,ISIC_0002358_segmentation.png
3732,ISIC_0011675_segmentation.png
3733,ISIC_0001638_segmentation.png
3734,ISIC_0003790_segmentation.png
3735,ISIC_0009937_segmentation.png
3736,ISIC_0003936_segmentation.png
3737,ISIC_0008393_segmentation.png
3738,ISIC_0002173_segmentation.png
3739,ISIC_0004948_segmentation.png
3740,ISIC_0010356_segmentation.png
3741,ISIC_0002875_segmentation.png
3742,ISIC_0004440_segmentation.png
3743,ISIC_0002761_segmentation.png
3744,ISIC_0002992_segmentation.png
3745,ISIC_0002582_segmentation.png
3746,ISIC_0001373_segmentation.png
3747,ISIC_0011654_segmentation.png
3748,ISIC_0004406_segmentation.png
3749,ISIC_0006811_segmentation.png
3750,ISIC_0010178_segmentation.png
3751,B728d_segmentation.png
3752,ISIC_0008727_segmentation.png
3753,ISIC_0008538_segmentation.png
3754,ISIC_0004014_segmentation.png
3755,ISIC_0005466_segmentation.png
3756,ISIC_0002321_segmentation.png
3757,ISIC_0011430_segmentation.png
3758,ISIC_0002005_segmentation.png
3759,ISIC_0005651_segmentation.png
3760,ISIC_0004719_segmentation.png
3761,ISIC_0000733_segmentation.png
3762,ISIC_0011960_segmentation.png
3763,ISIC_0000017_segmentation.png
3764,ISIC_0005329_segmentation.png
3765,ISIC_0003367_segmentation.png
3766,ISIC_0010678_segmentation.png
3767,ISIC_0006966_segmentation.png
3768,ISIC_0014249_segmentation.png
3769,ISIC_0003005_segmentation.png
3770,ISIC_0005439_segmentation.png
3771,ISIC_0007172_segmentation.png
3772,ISIC_0009838_segmentation.png
3773,ISIC_0003634_segmentation.png
3774,ISIC_0005597_segmentation.png
3775,ISIC_0004370_segmentation.png
3776,ISIC_0006648_segmentation.png
3777,ISIC_0010434_segmentation.png
3778,ISIC_0003273_segmentation.png
3779,ISIC_0001798_segmentation.png
3780,ISIC_0000099_segmentation.png
3781,ISIC_0007194_segmentation.png
3782,ISIC_0012001_segmentation.png
3783,ISIC_0010648_segmentation.png
3784,P245_segmentation.png
3785,ISIC_0006535_segmentation.png
3786,ISIC_0011220_segmentation.png
3787,ISIC_0014393_segmentation.png
3788,ISIC_0006277_segmentation.png
3789,ISIC_0007936_segmentation.png
3790,ISIC_0010066_segmentation.png
3791,ISIC_0011098_segmentation.png
3792,ISIC_0008696_segmentation.png
3793,B522a_segmentation.png
3794,P407c_segmentation.png
3795,ISIC_0007411_segmentation.png
3796,ISIC_0001734_segmentation.png
3797,D426_segmentation.png
3798,ISIC_0004594_segmentation.png
3799,ISIC_0007777_segmentation.png
3800,ISIC_0011165_segmentation.png
3801,ISIC_0013808_segmentation.png
3802,ISIC_0009234_segmentation.png
3803,ISIC_0010618_segmentation.png
3804,ISIC_0000426_segmentation.png
3805,ISIC_0003875_segmentation.png
3806,P121_segmentation.png
3807,ISIC_0008439_segmentation.png
3808,ISIC_0004205_segmentation.png
3809,ISIC_0007785_segmentation.png
3810,ISIC_0003106_segmentation.png
3811,ISIC_0010003_segmentation.png
3812,ISIC_0006012_segmentation.png
3813,ISIC_0006378_segmentation.png
3814,ISIC_0009376_segmentation.png
3815,ISIC_0000925_segmentation.png
3816,ISIC_0001818_segmentation.png
3817,ISIC_0000858_segmentation.png
3818,ISIC_0006564_segmentation.png
3819,ISIC_0006202_segmentation.png
3820,D704_segmentation.png
3821,ISIC_0011694_segmentation.png
3822,ISIC_0001805_segmentation.png
3823,ISIC_0012711_segmentation.png
3824,ISIC_0009622_segmentation.png
3825,ISIC_0004083_segmentation.png
3826,ISIC_0002834_segmentation.png
3827,ISIC_0002514_segmentation.png
3828,ISIC_0000926_segmentation.png
3829,ISIC_0012227_segmentation.png
3830,ISIC_0006725_segmentation.png
3831,ISIC_0011738_segmentation.png
3832,ISIC_0001408_segmentation.png
3833,ISIC_0011483_segmentation.png
3834,ISIC_0013621_segmentation.png
3835,ISIC_0002683_segmentation.png
3836,ISIC_0001204_segmentation.png
3837,ISIC_0006590_segmentation.png
3838,ISIC_0010842_segmentation.png
3839,ISIC_0005912_segmentation.png
3840,B350b_segmentation.png
3841,ISIC_0006633_segmentation.png
3842,ISIC_0003948_segmentation.png
3843,ISIC_0004754_segmentation.png
3844,ISIC_0000702_segmentation.png
3845,ISIC_0008709_segmentation.png
3846,ISIC_0003783_segmentation.png
3847,ISIC_0000918_segmentation.png
3848,B336b_segmentation.png
3849,ISIC_0011435_segmentation.png
3850,ISIC_0011932_segmentation.png
3851,ISIC_0005801_segmentation.png
3852,ISIC_0006318_segmentation.png
3853,ISIC_0007412_segmentation.png
3854,ISIC_0009641_segmentation.png
3855,ISIC_0010173_segmentation.png
3856,ISIC_0006444_segmentation.png
3857,ISIC_0005010_segmentation.png
3858,ISIC_0005397_segmentation.png
3859,ISIC_0004579_segmentation.png
3860,ISIC_0013302_segmentation.png
3861,ISIC_0009186_segmentation.png
3862,ISIC_0010923_segmentation.png
3863,ISIC_0009207_segmentation.png
3864,ISIC_0005823_segmentation.png
3865,ISIC_0013606_segmentation.png
3866,ISIC_0002928_segmentation.png
3867,ISIC_0014782_segmentation.png
3868,ISIC_0002554_segmentation.png
3869,ISIC_0003257_segmentation.png
3870,A96_segmentation.png
3871,ISIC_0001677_segmentation.png
3872,ISIC_0008104_segmentation.png
3873,ISIC_0001674_segmentation.png
3874,ISIC_0006849_segmentation.png
3875,ISIC_0000245_segmentation.png
3876,ISIC_0009709_segmentation.png
3877,ISIC_0010771_segmentation.png
3878,ISIC_0013217_segmentation.png
3879,ISIC_0001562_segmentation.png
3880,ISIC_0009081_segmentation.png
3881,ISIC_0009835_segmentation.png
3882,ISIC_0001615_segmentation.png
3883,ISIC_0006727_segmentation.png
3884,ISIC_0011890_segmentation.png
3885,P190_segmentation.png
3886,ISIC_0000997_segmentation.png
3887,ISIC_0006364_segmentation.png
3888,D252_segmentation.png
3889,D448_segmentation.png
3890,ISIC_0002753_segmentation.png
3891,ISIC_0010450_segmentation.png
3892,ISIC_0004198_segmentation.png
3893,ISIC_0000793_segmentation.png
3894,ISIC_0013845_segmentation.png
3895,ISIC_0006771_segmentation.png
3896,P261_segmentation.png
3897,ISIC_0009961_segmentation.png
3898,ISIC_0003677_segmentation.png
3899,ISIC_0005589_segmentation.png
3900,ISIC_0010756_segmentation.png
3901,ISIC_0006895_segmentation.png
3902,ISIC_0008214_segmentation.png
3903,ISIC_0011260_segmentation.png
3904,ISIC_0004979_segmentation.png
3905,ISIC_0009728_segmentation.png
3906,ISIC_0015045_segmentation.png
3907,ISIC_0012988_segmentation.png
3908,ISIC_0004066_segmentation.png
3909,ISIC_0009893_segmentation.png
3910,ISIC_0012348_segmentation.png
3911,ISIC_0002025_segmentation.png
3912,ISIC_0006018_segmentation.png
3913,ISIC_0000225_segmentation.png
3914,ISIC_0012000_segmentation.png
3915,ISIC_0009230_segmentation.png
3916,ISIC_0012056_segmentation.png
3917,ISIC_0007795_segmentation.png
3918,ISIC_0003154_segmentation.png
3919,ISIC_0011753_segmentation.png
3920,ISIC_0001760_segmentation.png
3921,ISIC_0004787_segmentation.png
3922,ISIC_0001200_segmentation.png
3923,P133b_segmentation.png
3924,B574_segmentation.png
3925,ISIC_0006207_segmentation.png
3926,ISIC_0005312_segmentation.png
3927,D395_segmentation.png
3928,ISIC_0010475_segmentation.png
3929,ISIC_0010515_segmentation.png
3930,ISIC_0001698_segmentation.png
3931,ISIC_0008217_segmentation.png
3932,ISIC_0009409_segmentation.png
3933,ISIC_0005430_segmentation.png
3934,B193_segmentation.png
3935,ISIC_0006873_segmentation.png
3936,ISIC_0007675_segmentation.png
3937,ISIC_0002331_segmentation.png
3938,T86b_segmentation.png
3939,ISIC_0004119_segmentation.png
3940,ISIC_0009790_segmentation.png
3941,ISIC_0007948_segmentation.png
3942,ISIC_0007237_segmentation.png
3943,ISIC_0002167_segmentation.png
3944,ISIC_0011910_segmentation.png
3945,ISIC_0010459_segmentation.png
3946,ISIC_0009995_segmentation.png
3947,ISIC_0011795_segmentation.png
3948,ISIC_0003242_segmentation.png
3949,ISIC_0000662_segmentation.png
3950,ISIC_0001561_segmentation.png
3951,ISIC_0010199_segmentation.png
3952,ISIC_0006077_segmentation.png
3953,ISIC_0006552_segmentation.png
3954,ISIC_0006233_segmentation.png
3955,ISIC_0005784_segmentation.png
3956,ISIC_0004606_segmentation.png
3957,ISIC_0006478_segmentation.png
3958,ISIC_0000915_segmentation.png
3959,D11_segmentation.png
3960,ISIC_0002666_segmentation.png
3961,ISIC_0010129_segmentation.png
3962,ISIC_0013428_segmentation.png
3963,ISIC_0003136_segmentation.png
3964,ISIC_0011823_segmentation.png
3965,ISIC_0011109_segmentation.png
3966,ISIC_0004247_segmentation.png
3967,ISIC_0014632_segmentation.png
3968,ISIC_0001890_segmentation.png
3969,ISIC_0000139_segmentation.png
3970,ISIC_0014179_segmentation.png
3971,ISIC_0000701_segmentation.png
3972,ISIC_0007558_segmentation.png
3973,ISIC_0008689_segmentation.png
3974,ISIC_0010586_segmentation.png
3975,ISIC_0000506_segmentation.png
3976,ISIC_0011010_segmentation.png
3977,ISIC_0009944_segmentation.png
3978,ISIC_0005724_segmentation.png
3979,D538_segmentation.png
3980,ISIC_0002550_segmentation.png
3981,ISIC_0013783_segmentation.png
3982,ISIC_0010096_segmentation.png
3983,ISIC_0011387_segmentation.png
3984,ISIC_0004603_segmentation.png
3985,ISIC_0000636_segmentation.png
3986,ISIC_0003147_segmentation.png
3987,ISIC_0012064_segmentation.png
3988,ISIC_0001273_segmentation.png
3989,ISIC_0002240_segmentation.png
3990,ISIC_0004689_segmentation.png
3991,ISIC_0001587_segmentation.png
3992,ISIC_0004956_segmentation.png
3993,ISIC_0006519_segmentation.png
3994,ISIC_0005747_segmentation.png
3995,ISIC_0001217_segmentation.png
3996,ISIC_0014515_segmentation.png
3997,ISIC_0009896_segmentation.png
3998,ISIC_0003226_segmentation.png
3999,ISIC_0000166_segmentation.png
4000,ISIC_0007602_segmentation.png
4001,ISIC_0012518_segmentation.png
4002,ISIC_0006095_segmentation.png
4003,ISIC_0004625_segmentation.png
4004,ISIC_0006926_segmentation.png
4005,ISIC_0011918_segmentation.png
4006,D296_segmentation.png
4007,ISIC_0006020_segmentation.png
4008,ISIC_0009670_segmentation.png
4009,ISIC_0002448_segmentation.png
4010,ISIC_0005612_segmentation.png
4011,ISIC_0011436_segmentation.png
4012,ISIC_0001267_segmentation.png
4013,ISIC_0000056_segmentation.png
4014,ISIC_0009217_segmentation.png
4015,ISIC_0007164_segmentation.png
4016,ISIC_0003469_segmentation.png
4017,ISIC_0010786_segmentation.png
4018,ISIC_0005391_segmentation.png
4019,ISIC_0011717_segmentation.png
4020,ISIC_0005590_segmentation.png
4021,ISIC_0005951_segmentation.png
4022,ISIC_0011283_segmentation.png
4023,ISIC_0003897_segmentation.png
4024,ISIC_0003639_segmentation.png
4025,D385_segmentation.png
4026,ISIC_0008867_segmentation.png
4027,P272_segmentation.png
4028,ISIC_0009974_segmentation.png
4029,ISIC_0000940_segmentation.png
4030,ISIC_0001497_segmentation.png
4031,ISIC_0000850_segmentation.png
4032,ISIC_0014274_segmentation.png
4033,ISIC_0001271_segmentation.png
4034,ISIC_0004204_segmentation.png
4035,ISIC_0010278_segmentation.png
4036,ISIC_0009796_segmentation.png
4037,ISIC_0009523_segmentation.png
4038,ISIC_0006069_segmentation.png
4039,ISIC_0007354_segmentation.png
4040,ISIC_0011613_segmentation.png
4041,ISIC_0011123_segmentation.png
4042,ISIC_0014080_segmentation.png
4043,D307_segmentation.png
4044,ISIC_0000231_segmentation.png
4045,ISIC_0011891_segmentation.png
4046,ISIC_0007281_segmentation.png
4047,ISIC_0001926_segmentation.png
4048,ISIC_0004341_segmentation.png
4049,ISIC_0009124_segmentation.png
4050,ISIC_0001699_segmentation.png
4051,D717_segmentation.png
4052,ISIC_0009390_segmentation.png
4053,ISIC_0000648_segmentation.png
4054,ISIC_0005977_segmentation.png
4055,ISIC_0006618_segmentation.png
4056,ISIC_0001547_segmentation.png
4057,P296_segmentation.png
4058,ISIC_0007478_segmentation.png
4059,ISIC_0002357_segmentation.png
4060,ISIC_0006304_segmentation.png
4061,ISIC_0002492_segmentation.png
4062,ISIC_0014529_segmentation.png
4063,ISIC_0010537_segmentation.png
4064,ISIC_0014848_segmentation.png
4065,ISIC_0004095_segmentation.png
4066,ISIC_0010320_segmentation.png
4067,ISIC_0001974_segmentation.png
4068,ISIC_0008523_segmentation.png
4069,ISIC_0005416_segmentation.png
4070,ISIC_0007279_segmentation.png
4071,ISIC_0000566_segmentation.png
4072,ISIC_0006504_segmentation.png
4073,ISIC_0000497_segmentation.png
4074,ISIC_0007532_segmentation.png
4075,ISIC_0007650_segmentation.png
4076,ISIC_0004391_segmentation.png
4077,ISIC_0008069_segmentation.png
4078,ISIC_0007912_segmentation.png
4079,ISIC_0001870_segmentation.png
4080,ISIC_0000500_segmentation.png
4081,ISIC_0002497_segmentation.png
4082,ISIC_0011479_segmentation.png
4083,ISIC_0002813_segmentation.png
4084,ISIC_0011065_segmentation.png
4085,ISIC_0001084_segmentation.png
4086,ISIC_0011889_segmentation.png
4087,ISIC_0001352_segmentation.png
4088,ISIC_0003375_segmentation.png
4089,B45_segmentation.png
4090,ISIC_0001349_segmentation.png
4091,ISIC_0006422_segmentation.png
4092,P505c_segmentation.png
4093,ISIC_0002837_segmentation.png
4094,ISIC_0005114_segmentation.png
4095,ISIC_0000856_segmentation.png
4096,ISIC_0003412_segmentation.png
4097,ISIC_0001577_segmentation.png
4098,ISIC_0009933_segmentation.png
4099,ISIC_0011038_segmentation.png
4100,P370a_segmentation.png
4101,ISIC_0007557_segmentation.png
4102,ISIC_0007104_segmentation.png
4103,ISIC_0002686_segmentation.png
4104,ISIC_0004728_segmentation.png
4105,ISIC_0009715_segmentation.png
4106,ISIC_0007434_segmentation.png
4107,P483_segmentation.png
4108,ISIC_0001714_segmentation.png
4109,ISIC_0001593_segmentation.png
4110,P70_segmentation.png
4111,ISIC_0007311_segmentation.png
4112,ISIC_0009034_segmentation.png
4113,ISIC_0006373_segmentation.png
4114,ISIC_0000259_segmentation.png
4115,ISIC_0010788_segmentation.png
4116,ISIC_0010340_segmentation.png
4117,ISIC_0004977_segmentation.png
4118,ISIC_0009129_segmentation.png
4119,ISIC_0003893_segmentation.png
4120,ISIC_0000706_segmentation.png
4121,ISIC_0006336_segmentation.png
4122,ISIC_0003529_segmentation.png
4123,ISIC_0005697_segmentation.png
4124,A5_segmentation.png
4125,ISIC_0002664_segmentation.png
4126,ISIC_0006972_segmentation.png
4127,ISIC_0005676_segmentation.png
4128,ISIC_0003724_segmentation.png
4129,ISIC_0000941_segmentation.png
4130,ISIC_0000112_segmentation.png
4131,ISIC_0007348_segmentation.png
4132,ISIC_0002860_segmentation.png
4133,ISIC_0003620_segmentation.png
4134,ISIC_0009326_segmentation.png
4135,ISIC_0003655_segmentation.png
4136,D490_segmentation.png
4137,ISIC_0002199_segmentation.png
4138,P341a_segmentation.png
4139,ISIC_0011315_segmentation.png
4140,P238_segmentation.png
4141,ISIC_0009281_segmentation.png
4142,ISIC_0006971_segmentation.png
4143,ISIC_0008826_segmentation.png
4144,ISIC_0009048_segmentation.png
4145,ISIC_0011462_segmentation.png
4146,ISIC_0009656_segmentation.png
4147,ISIC_0004840_segmentation.png
4148,ISIC_0003509_segmentation.png
4149,ISIC_0002538_segmentation.png
4150,ISIC_0001383_segmentation.png
4151,ISIC_0000583_segmentation.png
4152,ISIC_0003630_segmentation.png
4153,ISIC_0011384_segmentation.png
4154,ISIC_0005687_segmentation.png
4155,ISIC_0000971_segmentation.png
4156,ISIC_0004481_segmentation.png
4157,ISIC_0011588_segmentation.png
4158,ISIC_0005406_segmentation.png
4159,ISIC_0003679_segmentation.png
4160,ISIC_0000496_segmentation.png
4161,ISIC_0005026_segmentation.png
4162,ISIC_0008901_segmentation.png
4163,ISIC_0002940_segmentation.png
4164,ISIC_0011186_segmentation.png
4165,ISIC_0000625_segmentation.png
4166,ISIC_0003057_segmentation.png
4167,ISIC_0010735_segmentation.png
4168,ISIC_0011700_segmentation.png
4169,ISIC_0003007_segmentation.png
4170,D270_segmentation.png
4171,ISIC_0011740_segmentation.png
4172,ISIC_0000246_segmentation.png
4173,ISIC_0000181_segmentation.png
4174,ISIC_0005088_segmentation.png
4175,ISIC_0001112_segmentation.png
4176,ISIC_0001910_segmentation.png
4177,ISIC_0001630_segmentation.png
4178,ISIC_0007495_segmentation.png
4179,ISIC_0011762_segmentation.png
4180,ISIC_0007055_segmentation.png
4181,ISIC_0010256_segmentation.png
4182,ISIC_0007441_segmentation.png
4183,ISIC_0006790_segmentation.png
4184,ISIC_0002053_segmentation.png
4185,ISIC_0005111_segmentation.png
4186,ISIC_0003191_segmentation.png
4187,ISIC_0005771_segmentation.png
4188,ISIC_0008702_segmentation.png
4189,ISIC_0012986_segmentation.png
4190,ISIC_0000630_segmentation.png
4191,ISIC_0011970_segmentation.png
4192,ISIC_0001061_segmentation.png
4193,ISIC_0013193_segmentation.png
4194,ISIC_0008243_segmentation.png
4195,ISIC_0006467_segmentation.png
4196,ISIC_0006225_segmentation.png
4197,ISIC_0002289_segmentation.png
4198,ISIC_0007294_segmentation.png
4199,B81_segmentation.png
4200,ISIC_0003950_segmentation.png
4201,ISIC_0001683_segmentation.png
4202,ISIC_0010804_segmentation.png
4203,ISIC_0008595_segmentation.png
4204,ISIC_0011150_segmentation.png
4205,ISIC_0011936_segmentation.png
4206,ISIC_0002110_segmentation.png
4207,ISIC_0011368_segmentation.png
4208,ISIC_0013124_segmentation.png
4209,ISIC_0000378_segmentation.png
4210,ISIC_0001208_segmentation.png
4211,ISIC_0010088_segmentation.png
4212,ISIC_0010626_segmentation.png
4213,ISIC_0009473_segmentation.png
4214,ISIC_0010430_segmentation.png
4215,B182_segmentation.png
4216,ISIC_0005266_segmentation.png
4217,ISIC_0011008_segmentation.png
4218,ISIC_0010887_segmentation.png
4219,ISIC_0004531_segmentation.png
4220,ISIC_0001635_segmentation.png
4221,ISIC_0006240_segmentation.png
4222,ISIC_0004939_segmentation.png
4223,ISIC_0006145_segmentation.png
4224,ISIC_0011851_segmentation.png
4225,ISIC_0002376_segmentation.png
4226,ISIC_0004080_segmentation.png
4227,ISIC_0008824_segmentation.png
4228,ISIC_0006825_segmentation.png
4229,ISIC_0000488_segmentation.png
4230,P399_segmentation.png
4231,ISIC_0013682_segmentation.png
4232,ISIC_0010803_segmentation.png
4233,ISIC_0002999_segmentation.png
4234,ISIC_0006565_segmentation.png
4235,ISIC_0001779_segmentation.png
4236,ISIC_0011754_segmentation.png
4237,ISIC_0007922_segmentation.png
4238,ISIC_0014866_segmentation.png
4239,ISIC_0007189_segmentation.png
4240,ISIC_0001158_segmentation.png
4241,B414_segmentation.png
4242,ISIC_0005370_segmentation.png
4243,ISIC_0005775_segmentation.png
4244,ISIC_0004320_segmentation.png
4245,ISIC_0000688_segmentation.png
4246,ISIC_0004971_segmentation.png
4247,ISIC_0003547_segmentation.png
4248,ISIC_0000468_segmentation.png
4249,ISIC_0003332_segmentation.png
4250,ISIC_0006066_segmentation.png
4251,ISIC_0008470_segmentation.png
4252,ISIC_0001900_segmentation.png
4253,ISIC_0003664_segmentation.png
4254,D133b_segmentation.png
4255,ISIC_0005743_segmentation.png
4256,ISIC_0001069_segmentation.png
4257,P269_segmentation.png
4258,ISIC_0001239_segmentation.png
4259,ISIC_0005164_segmentation.png
4260,ISIC_0005874_segmentation.png
4261,ISIC_0003769_segmentation.png
4262,ISIC_0002923_segmentation.png
4263,P252_segmentation.png
4264,ISIC_0014353_segmentation.png
4265,ISIC_0003885_segmentation.png
4266,ISIC_0005565_segmentation.png
